file_id,title,contract_num,advertiser,gross_amount,flight_from,flight_to,issues,url
5ef87109-6c02-7747-55ce-3c17008883f4,Bloomberg WDTN 2312233 rev 1,2312233,POL/Michael Bloomberg/President/US,"$46,970.00",12/30/19,03/29/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/5ef87109-6c02-7747-55ce-3c17008883f4.pdf
a352f23b-f059-318c-97e7-75f4f3e74123,Bloomberg WJLA Order 2.10-2.12,00090444,Mike Bloomberg 2020 INC,158570,DEC30/19,MAR29/20 ,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/a352f23b-f059-318c-97e7-75f4f3e74123.pdf
d42b3339-ef69-384f-3e5b-b21169b04816,Bloomberg for President (D) WAKA C#317647 ord contract REV2,317647,"Bloomberg, Mike for President","$18,865.00",02/01/20,02/12/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/d42b3339-ef69-384f-3e5b-b21169b04816.pdf
21d7d767-b47e-45b9-e4bd-7e96a574f4fe,Bloomberg for President Invoice 1003322-1,1003322,Mike Bloomberg 2020 Inc For President C/O,"$31,260.00",02/01/20,02/12/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/21d7d767-b47e-45b9-e4bd-7e96a574f4fe.pdf
a4426462-7489-5c14-97d7-9e7d3b9d6766,Bloomberg invoice 951971-1,951971-1,Bloomberg/D/US President,"$30,553.00",01/11/20,01/17/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/a4426462-7489-5c14-97d7-9e7d3b9d6766.pdf
3bdbc1a7-5599-24d3-08a8-8c22749f5e79,"Bloomberg, M President D Invoice 224996-1",224996-1,"Bloomberg, M. for President","$3,384.00",02/13/20,02/14/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/3bdbc1a7-5599-24d3-08a8-8c22749f5e79.pdf
19a77db5-9d7a-d33a-bddc-1e8bfd5e944c,"Bloomberg, Mike - Contract 46017",46017,"Bloomberg, Mike","$17,150.00",02/22/20,03/02/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/19a77db5-9d7a-d33a-bddc-1e8bfd5e944c.pdf
dc3f62b9-f7b7-7317-02ad-bf647d72010a,"Bloomberg, Mike 2-1 hru 2-12 1511094--1 REV 4",1511094,"Mike Bloomberg 2020, Inc","$30,322.00",02/01/20,02/12/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/dc3f62b9-f7b7-7317-02ad-bf647d72010a.pdf
88d79dde-ac4a-5e69-b150-1f64fc28dda3,Bloomberg-D-President GKCF 1978587-1 Invoice,1978587-1,Bloomberg/D/President,$865.00,02/03/20,02/07/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/88d79dde-ac4a-5e69-b150-1f64fc28dda3.pdf
c7921fc1-de31-357d-dde4-97b2c7c60865,Bloomberg-Order 655287,655287,Bloomberg/Democrat/President,"$54,929.00",01/24/20,01/31/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/c7921fc1-de31-357d-dde4-97b2c7c60865.pdf
1484c3c5-f18a-5c3d-4b97-0fcd0a7fabf4,BloombergJan.finalinvoice2,HO20010167,MIKE BLOOMBERG 2020 INC,"$84,270.00",01/09/20 ,01/19/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/1484c3c5-f18a-5c3d-4b97-0fcd0a7fabf4.pdf
c6ec7473-28f2-1da4-9f8b-428d8dc97acc,Bob Hamilton for KS Invoice 116282-1,116282-1,Bob Hamìlton for KS lnc,"$3,625.00",04/28/20,05/04/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/c6ec7473-28f2-1da4-9f8b-428d8dc97acc.pdf
385962f6-d4d9-01e9-2987-a926a8908f00,Bob Hamilton for KS Invoice 116590-1, 116590-1,Bob Hamilton for KS lnc,"$7,465.00",05/12/20,05/18/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/385962f6-d4d9-01e9-2987-a926a8908f00.pdf
c7ef9bdd-17dc-3aa3-e4ab-1834cb216a0c,Bob Hamilton for Kansas Order 116870,116870,Bob Hamilton for KS lnc,"$2,935.00",05/19/20,05/25/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/c7ef9bdd-17dc-3aa3-e4ab-1834cb216a0c.pdf
6f562dba-4860-5a3c-73b1-26b1a5a7b752,Bognet 2520017 June Invoice,2520017-2,POL/Jim Bognet/Congress/PA/Rep,"$1,470.00",05/27/20,06/02/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/6f562dba-4860-5a3c-73b1-26b1a5a7b752.pdf
cb369d40-4227-cddb-15b0-557527b7a169,Bollier Invoice 1022634-1,1022634-1,Barbara Bollier For US Senate KS,"$3,350.00",05/26/20,06/01/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/cb369d40-4227-cddb-15b0-557527b7a169.pdf
1eb3220e-6002-2083-f4d2-d189e14aaf84,Bradley Byrne for US Senate_Order 1515498_Feb 5-11_Additional Traffic Instructions,1515498,Bradley Byrne for US Senate,"$13,955.00",02/05/20,02/11/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/1eb3220e-6002-2083-f4d2-d189e14aaf84.pdf
aee0bd80-9356-7651-8455-c5e1101140da,Bradley Byrne for US Senate_Order 1522417_Feb 12-18,1522417,Bradley Byrne for US Senate,"$12,890.00",02/12/20,02/18/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/aee0bd80-9356-7651-8455-c5e1101140da.pdf
588b6439-12ea-3176-9c43-bfeed0983fea,Bryce Bennett for Secretary of State 4394046 Contract 0929-1002,4394046,Bryce Bennett for Secretary of State-D (136892),"$1,505.00",09/29/20,10/02/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/588b6439-12ea-3176-9c43-bfeed0983fea.pdf
dbd4ed2d-11f1-ba35-cc98-43127897504a,Burgess Owens for Congress UT-R KUTV Contract #4393303 6-5-20 thru 6-19-20 - MediaLine Contract,2422095,POLI/B OWENS/R/CON/UT,"$16,675",Jun05/20,Jun19/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/dbd4ed2d-11f1-ba35-cc98-43127897504a.pdf
f8158963-d227-1fc7-57c6-5f8dd9efd058,Bush for US House District 22 EST 11660,545061,Pol/P Bush/R/Con/TX,"$7,700.00",02/28/20,02/28/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/f8158963-d227-1fc7-57c6-5f8dd9efd058.pdf
331ff2f3-ce04-6816-ccb3-98e711ab6904,Buttigieg . Order #9731855,9731855,POL/Pete Buttigeig/D/Pres-A,"$22,300.00",01/07/20,01/13/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/331ff2f3-ce04-6816-ccb3-98e711ab6904.pdf
604ef5fc-dd41-ab66-5da2-5be78215d91e,Buttigieg Invoice 1322737-2,1322737-2,Pete Buttigieg for President-D,"$1,250.00",01/07/20,02/03/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/604ef5fc-dd41-ab66-5da2-5be78215d91e.pdf
042c8aee-eac9-fec7-30e9-7e58d0e04d13,Buttigieg for President Invoice 1006051-2,1006051-2,Buttigieg For President,"$5,400.00",02/19/20,02/29/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/042c8aee-eac9-fec7-30e9-7e58d0e04d13.pdf
51bc59c3-59bf-a307-0a3e-83b2f929560f,Buttigieg-D-President 1-7-2020 INVOICE,1969133-1,Buttigieg/D/President,"$8,220.00",01/06/20,01/19/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/51bc59c3-59bf-a307-0a3e-83b2f929560f.pdf
b2f1a4f7-9946-dbb0-488b-ca1d5e332f30,Byrne Feb 19 Contract,4249401,Bradley Byrne for US Senate-R (134022),$6020.00,02/19/20,02/25/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/b2f1a4f7-9946-dbb0-488b-ca1d5e332f30.pdf
aa1c3f14-9512-13b5-c26c-62e9b709d99f,Byrne for US Senate (R)  WAKA C#318895  order contract NAB,318895,Byrne for US Senate,"$4,025.00",02/19/20,02/25/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/aa1c3f14-9512-13b5-c26c-62e9b709d99f.pdf
a1f568bc-283e-52e0-61cb-66a4e8f73efb,C Russo Contract 4390597,4390597,Claire Russo VACD5 -D (136863),"$4,025.00",06/04/20,06/08/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/a1f568bc-283e-52e0-61cb-66a4e8f73efb.pdf
13d47be4-4b8f-cd29-74b3-45d3459d1960,CA DEMOCRATS IN SUPPORT OF EGGMAN 022420-030220 1984887-1 INVOICE,1984887-1,CA Democratic Party In Support of Susan Eggman,"$9,550.00",02/24/20,03/02/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/13d47be4-4b8f-cd29-74b3-45d3459d1960.pdf
34c1a290-2f69-ce05-fc77-330f549568ba,CFGA ECIV 4351339,,CLUB FOR GROWTH ACTION,"$5,795.00",6/3/20,6/9/20,Token,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/34c1a290-2f69-ce05-fc77-330f549568ba.pdf
d02b547f-6489-aaa4-57e1-f01e245c6c0c,CLF 1007-1013 - 2478034 ORD,2478034,POL/Congressional Leadership Fund PAC,"$102,500.00",10/07/20,10/13/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/d02b547f-6489-aaa4-57e1-f01e245c6c0c.pdf
15c06d79-8d29-0a6f-3edc-f57d54da3ea7,CO19 - WHNT Alabama Nursing Home Association 2456509 Invoice,2456509-1,POL/Alabama Nursing Home Association,"$4,300.00",03/31/20,04/03/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/15c06d79-8d29-0a6f-3edc-f57d54da3ea7.pdf
546b4e16-32e1-2582-10d4-e57244e63aec,COLLINS UPDATED PB-19 CONTRACT #1562805 AD ID 4047,,,,,,Type,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/546b4e16-32e1-2582-10d4-e57244e63aec.pdf
d6be1b3e-1a1c-4039-bf21-c3378c7a9516,COMMITTEE TO DEFEND THE PRESIDENT MARCH INVOICE 26808610,2397319-1,POL/Committee to Defend the President PAC,"$4,100.00",02/24/20,03/01/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/d6be1b3e-1a1c-4039-bf21-c3378c7a9516.pdf
68652dd0-ecc1-6349-db5f-312971d6be63,CONOLE EST 8389 ORDER WTVH 1405525,1405525,Conole For Congress-D,$870.00,05/22/20,05/28/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/68652dd0-ecc1-6349-db5f-312971d6be63.pdf
96758ed0-03a8-c4d3-97ad-7d4a8f14d465,CONTRACT A STRONGER NORTH CAROLINA WRAL EST 8294 10.20.10.26,219551,A Stronger NC,"$128,425.00",10/20/20,10/26/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/96758ed0-03a8-c4d3-97ad-7d4a8f14d465.pdf
31f5fdd8-11e5-a69b-dbb7-b01707f69327,CONTRACT A STRONGER NORTH CAROLINA WRAL EST 8295 10.27-11.02,219554,A Stronger NC,"$128,425.00",10/27/20,11/02/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/31f5fdd8-11e5-a69b-dbb7-b01707f69327.pdf
b850d98d-43e4-45b9-20cf-af9b281bf38d,CONTRACT A STRONGER NORTH CAROLINA WRAZ EST 8294 10.20.10.26,219583,A Stronger NC,"$36,575.00",10/20/20,10/26/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/b850d98d-43e4-45b9-20cf-af9b281bf38d.pdf
c82e0045-03d6-cde0-3c05-08a6cd3a3096,CONTRACT CAL CUNNINGHAM WRAL EST 5714 10.06-10.12,220336,Cal Cunningham - Senate,"$64,400.00",10/06/20,10/12/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/c82e0045-03d6-cde0-3c05-08a6cd3a3096.pdf
5054b9c0-44b9-33b7-1a3d-9aea9653f1a6,CONTRACT CAL CUNNINGHAM WRAZ EST 5714 10.03-10.12,220335,Cal Cunningham - Senate,"$17,260.00",10/06/20,10/12/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/5054b9c0-44b9-33b7-1a3d-9aea9653f1a6.pdf
4c15e12d-0a63-347f-2bde-9964cac5503a,CONTRACT DEMOCRATIC ATTORNEYS GENERAL ASSOCIATION WRAL EST 7225 1020-1026,217473,Democratic Attorneys General Association,"$36,850.00",10/20/20,10/26/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/4c15e12d-0a63-347f-2bde-9964cac5503a.pdf
6de6d143-60c7-e474-950e-fa6487c867a9,CONTRACT DEMOCRATIC ATTORNEYS GENERAL ASSOCIATION WRAZ EST 7226 1027-1103,217463,Democratic Attorneys General Association,"$10,020.00",10/27/20,11/03/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/6de6d143-60c7-e474-950e-fa6487c867a9.pdf
26282aeb-a6bf-8787-8ba6-cabcef9e377b,CONTRACT PRIORITY USA ACTION WRAZ EST 8549 10.27-11.02,220606,Priorities USA Action,"$69,200.00",10/27/20,11/02/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/26282aeb-a6bf-8787-8ba6-cabcef9e377b.pdf
fed0f5b0-43c1-53f4-c568-b2a50de986d6,CONTRACT ROY COOPER WRAZ EST 8055 102720-110220 REV1,217453,Roy Cooper for Governor,"$49,880.00",10/27/20,11/02/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/fed0f5b0-43c1-53f4-c568-b2a50de986d6.pdf
91aef191-09f3-f3f6-9607-24ea83cd2ea8,CONTRACT THOM TILLIS WRAZ EST 11845 102720-110220,220955,Thom Tillis for US Senate,"$21,660.00",10/27/20,11/02/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/91aef191-09f3-f3f6-9607-24ea83cd2ea8.pdf
853d88d4-9f92-a6ee-6a31-0fb8647d88bb,CONTRACT THOM TILLIS WRAZ EST 11966 061620-062220,228095,Thom Tillis for US Senate,"$7,770.00",06/16/20,06/22/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/853d88d4-9f92-a6ee-6a31-0fb8647d88bb.pdf
e6c5461c-344e-527a-e368-12f676b16734,CONTRACT WAAY HSV Byrne for Senate #78951 est 395 Jan 1-7 2020,78951,BYRNE for U.S. SENATE,"$2,665.00",01/01/20,01/07/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/e6c5461c-344e-527a-e368-12f676b16734.pdf
6d855060-cb88-0ab7-c794-d98f9c2a5313,COSTA INV 2-4-201339278-1-KFRE,1339278-1,Costa/Congress (Dem),$75.00,02/01/20,02/03/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/6d855060-cb88-0ab7-c794-d98f9c2a5313.pdf
e5e2f343-d307-1207-8671-f023d09b21ae,CTDTP - 0220-0223 - 2386666 REQ,26804224,STRATEGIC MEDIA PLACEMENT,"$32,200.00",2/19/20,2/23/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/e5e2f343-d307-1207-8671-f023d09b21ae.pdf
e8afd93c-9910-0551-6596-b6b8567dd01b,CVNM INVOICE 387060-1,387060-1,Conservation Voters New Mexico,$575.00,05/31/20,06/02/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/e8afd93c-9910-0551-6596-b6b8567dd01b.pdf
a01ea2e6-7d9d-8d87-e2c8-375c2dc123fe,Cam Ward for Alabama Supreme Court_Order 1522692_Feb 18-Mar 1,1522692,Cam Ward for AL Supreme Court,,,,Token,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/a01ea2e6-7d9d-8d87-e2c8-375c2dc123fe.pdf
0de9c0d5-67b1-6666-c4ca-10d320da2d18,Chatterji 0218_0224 Est. 8036 ORD TV,1940012,POL/ Ronnie Chatterji / D / ST OTHER,"$9,790.00",02/18/20,02/24/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/0de9c0d5-67b1-6666-c4ca-10d320da2d18.pdf
64063c18-acd7-d158-209c-0bfa97bd2462,Citizens For A United NM KRQE-NRQE Orders w-o 5.27.20,26924150,Citizens for a United New Mexico,"$8,850.00",5/27/20,6/2/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/64063c18-acd7-d158-209c-0bfa97bd2462.pdf
103ccc17-356a-5f99-9c3b-920fc2dd023e,Citizens For P Scott Neville 957299-1 WPWR Invoice,957299-1,Citizens for P. Scott Neville Jr,"$2,070.00",03/12/20,03/17/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/103ccc17-356a-5f99-9c3b-920fc2dd023e.pdf
96560ed7-17c9-1f50-bbce-5b071c222d9a,Citizens for Ethical Progessive Leadership.Order.5.9_5.10,2011528,Citizens For Ethical Progressive Leadership,"$5,900.00",05/09/20,05/10/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/96560ed7-17c9-1f50-bbce-5b071c222d9a.pdf
5f244e75-2cfe-04e6-f851-5d719f236fbb,"Citizens for Responsible Energy, 4248847 2.17-2.23.20",4248847,Citizens for Responsible Energy (84874),$760.00,2/17/2020,2/23/2020,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/5f244e75-2cfe-04e6-f851-5d719f236fbb.pdf
62add992-e325-62f8-a686-082627c1eea3,Citizens for a United NM ORDER 384413 rev 2,384413,Citizens for a United New Mexico,"$8,400.00",04/03/20,4/10/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/62add992-e325-62f8-a686-082627c1eea3.pdf
7e00d875-a0c3-6dc1-c2df-8f924a0a159a,Civic Nebraska Invoice 132418-1,1342418-1,Civic Nebraska,$360.00,02/10/20,03/29/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/7e00d875-a0c3-6dc1-c2df-8f924a0a159a.pdf
d66c58d3-a780-09e5-6ae5-a7ba5c3e2e67,Claire Chase for Congress INVOICE 385510-1,385510-1,Claire Chase for Congress,"$7,740.00",04/30/20,05/06/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/d66c58d3-a780-09e5-6ae5-a7ba5c3e2e67.pdf
1fd3058f-85e3-c28d-1f50-142bc4df48dc,Claire Chase for Congress ORDER 386699 5-23-20,386699,Claire Chase for Congress,"$11,490.00",05/21/20,05/29/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/1fd3058f-85e3-c28d-1f50-142bc4df48dc.pdf
f27113a6-a13d-da0a-851f-e6e25b3c7547,Claire Chase order KRQE w-o 5.14.20,26917349,Claire Chase - NM CD02,"$11,920.00",5/14/20,5/20/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/f27113a6-a13d-da0a-851f-e6e25b3c7547.pdf
7604f6f0-f764-9dbc-66e4-07accffe81d4,Claire Russo 6.9 to 6.15.2020 Order,1645666,Claire Russo for Congress,"$13,905.00",06/09/20,06/15/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/7604f6f0-f764-9dbc-66e4-07accffe81d4.pdf
0f722a92-2270-8179-9eb4-beea7e99c8b5,Claire Russo for Congress Invoice 117076-1,117076-1,Claire Russo,"$1,540.00",05/26/20,06/01/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/0f722a92-2270-8179-9eb4-beea7e99c8b5.pdf
6ed8bb62-ae86-5143-8079-418abe09a3c1,Clifford for Congress Order 117402,117402,Bill Clifford for KS CD 1,"$5,950,00",06/02/20,06/08/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/6ed8bb62-ae86-5143-8079-418abe09a3c1.pdf
a3e77ae4-800f-a967-e2de-dadb0461843a,Clifford for Congress Order 117402 NAB Form,117402,,,6/2,6/8/20,Type,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/a3e77ae4-800f-a967-e2de-dadb0461843a.pdf
aad5c844-731e-28fc-c55e-78b98dd6bc4a,Club For Growth Feb 24 Invoice,7301943,Club For Growth (3622),"$5,175.00",2/24/2020,3/1/2020,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/aad5c844-731e-28fc-c55e-78b98dd6bc4a.pdf
4e9780de-e5d8-dde3-74a9-26ae50ee1bd5,Club For Growth February Invoice #2355615-1,2355615-1,POL/Club for Growth Action PAC,"$14,975.00",01/27/20,02/02/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/4e9780de-e5d8-dde3-74a9-26ae50ee1bd5.pdf
f7f628e5-4c17-be7b-9aad-d63425aa52e4,Club For Growth contract 2.1-2.7,655681,ISS/Club For Growth-A,"$138,655.00",02/01/20,02/07/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/f7f628e5-4c17-be7b-9aad-d63425aa52e4.pdf
b3636fdf-0c05-3b31-2a6e-4a6761ffc814,Club for Growth 4323859 Contract 1014-1020,4323859,Club For Growth (3622),"$39,830.00",10/14/20,10/20/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/b3636fdf-0c05-3b31-2a6e-4a6761ffc814.pdf
9450c5da-235b-92a3-4f36-7e467ae2e870,Club for Growth Action EST 3010 Invoice,1615729-1,Club for Growth Action,"$25,152.00",05/01/20,05/10/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/9450c5da-235b-92a3-4f36-7e467ae2e870.pdf
5dad4456-7dae-0e81-8cd6-b782d72639a4,Club for Growth Action Invoice #32874-2,32874-2,Club for Growth Action,"$3,460.00",04/24/20,05/03/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/5dad4456-7dae-0e81-8cd6-b782d72639a4.pdf
733c2ead-64a1-1812-6590-6cdab696ff51,Club for Growth Action Invoice #33186-1,33186-1,Club for Growth Action,"$5,195.00",05/05/20,05/17/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/733c2ead-64a1-1812-6590-6cdab696ff51.pdf
61bdd1d0-2e2b-2236-4db2-dd934a3ef5d7,Club for Growth Action. Invoice 1532524-1,1532524-1,Club for Growth Action,"$36,375.00",02/25/20,03/03/2,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/61bdd1d0-2e2b-2236-4db2-dd934a3ef5d7.pdf
49fcd643-c88d-2016-7e47-69e9836aaf1d,Club for Growth Action_Order 1598619_Aug 5-11,1598619,Club for Growth Action,"$68,883.00",08/03/2020,08/16/2020,Token,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/49fcd643-c88d-2016-7e47-69e9836aaf1d.pdf
f924804e-9c1c-770d-b4b9-aecda2612d79,Coalition Against Surp Med Feb Invoice,WN20020058,COALITION AGAINST SURPRISE MEDI,"$65,000.00",02/19/20,02/19/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/f924804e-9c1c-770d-b4b9-aecda2612d79.pdf
e40f20ea-5a90-362c-b25f-ce2783abdb08,Coleman for Congress Invoice 109116-1,109116-1,Pol/J Coleman/R/Con/Al,"$1,775.00",01/02/20,01/15/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/e40f20ea-5a90-362c-b25f-ce2783abdb08.pdf
7ea9c6a3-c6de-fff7-2678-746749396bac,Com Leaders Fund Invoice 7433032 for Contract 4364373,4364373,Commonwealth Leaders Fund,$3000.00,5/18/2020,5/24/2020,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/7ea9c6a3-c6de-fff7-2678-746749396bac.pdf
106bbf1c-68c1-b235-ad60-966d96c7e6bd,Com. Leader Fund Invoice 7437149 for Contract 4377405,4377405,Commonwealth Leaders Fund,"$5,200",5/25/2020,5/31/2020,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/106bbf1c-68c1-b235-ad60-966d96c7e6bd.pdf
7c7f5c86-cf76-6fc4-99e2-1d42dd3c9919,Committee to Elect Judge Joanna Tabit - C4349283 - 042420-050320-MC,4349283,Committee to Elect Judge Joanna Tabit,"$1,345.00",04/24/20,05/03/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/7c7f5c86-cf76-6fc4-99e2-1d42dd3c9919.pdf
7b0e54d3-76bc-5e87-6c44-0fe4e534cf80,Committee to Elect Robin Litaker_Order 1534487_Feb 29-Mar 2,1534487,Committee to Elect Robin Litaker,"$4,435.00",2/17/2020,3/3/2020,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/7b0e54d3-76bc-5e87-6c44-0fe4e534cf80.pdf
53c10b8d-b592-db3f-9a30-e6729046e7ce,Committee to Elect Robin Litaker_Order 1534487_Feb 29-Mar 2,1534487,Committee to Elect Robin Litaker,"$4,435.00",02/29/20,03/02/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/53c10b8d-b592-db3f-9a30-e6729046e7ce.pdf
d756cfe3-549c-5ae6-339f-38b52cde555b,Committee to Elect Shamia Fagan Invoice #33176-1,33176-1,Committee to Elect Shemia Fagan,$281.00,05/04/20,05/18/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/d756cfe3-549c-5ae6-339f-38b52cde555b.pdf
754084fc-3d10-7106-aa4b-fcac89a5d3a1,Committee to Elect Shemia Fagan Contract 1399653 - 2,1399653,Committee To Elect Shemia Fagan -D,"$4,110.00",05/11/20,05/19/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/754084fc-3d10-7106-aa4b-fcac89a5d3a1.pdf
cbb44cdf-d7cf-3759-240b-d1aaa7a1bce9,Committee to Re-Elect Mary Windom_Order 1500835_Feb 10-Mar 3_Credit,1500835,"Committee to Re-Elect Mary Windom,","$22,200.00",02/10/20,03/08/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/cbb44cdf-d7cf-3759-240b-d1aaa7a1bce9.pdf
cffdc770-78d9-48d0-05bb-dad8a62bf909,Congressional Leadership Fund Contract # 26902073,6902073,Congressional Leadership Fund,"$23,550.00",9/23/20,9/29/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/cffdc770-78d9-48d0-05bb-dad8a62bf909.pdf
c93b8ef1-0a37-90bc-9647-a13a82f1d37b,Contract #9754906-REVISED,9754906,Mike Bloomberg 2020,"$62,150.00",02/15/20,02/21/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/c93b8ef1-0a37-90bc-9647-a13a82f1d37b.pdf
2893f0a6-60e3-5aa4-fab7-2c2fb7e3806e,Contract #9755353 - REVISION 1,9755353,POLI/M BLOOMBERG/D/PRE/US,"$9,135.00",02/15/20,02/21/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/2893f0a6-60e3-5aa4-fab7-2c2fb7e3806e.pdf
b74f50e3-871f-898f-7881-12735b0b1462,Contract #9759930,9759930,Mike Bloomberg 2020,"$42,700.00",02/22/20,03/03/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/b74f50e3-871f-898f-7881-12735b0b1462.pdf
c73ae3d2-8709-8348-694d-e43537b56987,Contract - 944017 - TTG,944017,American Petroleum Institute (P),"$31,000.00",3/08/20,03/22/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/c73ae3d2-8709-8348-694d-e43537b56987.pdf
3fb2b31f-5664-3bd2-4fec-e4b0e777ecc5,Contract 64721 B Sanders for President,64721,POLI/B SANDERS/D/PRE/US ,"$209,250.00",03/11/20,03/17/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/3fb2b31f-5664-3bd2-4fec-e4b0e777ecc5.pdf
