id	product_desc	advertiser	agency_name	order_revision	alt_order_no	estimate	flight_from	flight_to	original_date	revision_date	order_type	buying_contact	billing_contact	demographic	product_codes	priority	revenue_codes	primary_ae	sales_office	sales_region	billing_type	billing_calendar	billing_cycle	agency_commission	new_business_through	order_separation	advertiser_external_id	agency_external_id	page	total_pages	product_desc_original	advertiser_original
WZZM_14103633930677	Snyder for Governor	Snyder R R Governor MI	Smart Media Group	911518 - 2 	07296057 	915922 	2014-09-15	2014-09-22	2014-09-10	2014-09-10	Political 		1427 Leslie Avenue Alexandria, VA 22301 	A35+	PL- State Governor 	P04-GB 	AGY, (POL) Political, (POL) Candidate 	Kristen Waskie 	T-PHI 	NAT 	Cash	Broadcast	WEEKLY 	15%	01/29/11 	00:15:00 		7611AG 	1	5	SNYDER FOR GOVERNOR 	Snyder, R / R / Governor (MI) 
WZZM_14103800290942	NextGen Climate	NextGen Climate Action Committee	Waterfront Strategies	926064 	07341194 	3476 	2014-09-03	2014-09-23	2014-09-10	2014-09-10	Political 		3050 K Street NW Washington, DC 20007 	A35+	IS-Issue/Non Ballot,IS-Candidate/US 	P04-GB 	AGY, (POL) Political, (POL) Issue 	Kristen Waskie 	T-PHI 	NAT 	Cash	Broadcast	EOM/EOC 	15%		00:15:00 		10957AG 	1	6	NEXTGEN CLIMATE A/C 	Nextgen Climate Action Committee 
WZZM_14105304270191	Peters for Senate	Peters D US Senate	Screen Strategies Media	928234 		816 	2014-09-09	2014-09-15	2014-09-12	2014-09-12	Political 		11150 Fairfax Blvd #505 Fairfax, VA 20120 	A25-54	PL-US Senate 	P04-GB 	AGY, (POL) Political, (POL) Candidate 	Paul Mack 	WZZM 	LOC 	Cash	Broadcast	EOM/EOC 	15%		00:15:00 		11212AG 	1	3	Peters for Senate 2014 9/9-9/15/2014TV 	Peters / D / US Senate 
WZZM_14105559780898	Peters for Senate	Peters D US Senate	Screen Strategies Media	930956 		847 	2014-09-16	2014-09-22	2014-09-12	2014-09-12	Political 		11150 Fairfax Blvd #505 Fairfax, VA 20120 	A25-54	PL-US Senate 	P04-GB 	AGY, (POL) Political, (POL) Candidate 	Paul Mack 	WZZM 	LOC 	Cash	Broadcast	EOM/EOC 	15%		00:15:00 		11212AG 	1	3	Peters for Senate 2014 	Peters / D / US Senate 
WZZM_14109542854163	NRSC/Land 4 US Sen	NRSC Land T R US Senate	Strategic Media Services	928707 	07348023 	3931 	2014-09-09	2014-09-20	2014-09-17	2014-09-17	Political 		7669 Stagers Loop Drive Delaware, OH 43015 	A35+	PL-US Senate 	P04-GB 	AGY, (POL) Political, (POL) Candidate 	Kristen Waskie 	T-PHI 	NAT 	Cash	Broadcast	EOM/EOC 	15%		00:15:00 		7970AG 	1	4	NRSC/LAND 4 US SEN 	NRSC Land, T / R / US Senate 
WZZM_14114151290912	Land for US Senate	Land T R US Senate	Strategic Media Services	935211 		3997 	2014-09-23	2014-09-28	2014-09-22	2014-09-22	Political 		7669 Stagers Loop Drive Delaware, OH 43015 	A35+	PL-US Senate 	P03-PB 	AGY, (POL) Political, (POL) Candidate 	Kristen Waskie 	T-PHI 	NAT 	Cash	Broadcast	EOM/EOC 	15%		00:15:00 		7970AG 	1	1	LAND FOR US SENATE 	Land, T / R / US Senate 
WZZM_14122649253454	Clements 4 Congress	Clements P/D/US House	Buying Time	943852 	07425381 	3667 	2014-10-06	2014-10-12	2014-10-02	2014-10-02	Political 		650 Massachusetts Ave. N.W. , Suite 210 Washington, DC 20001 	A35+	PL-US House Representative 	P04-GB 	AGY, (POL) Political, (POL) Candidate 	Kristen Waskie 	T-PHI 	NAT 	Cash	Broadcast	EOM/EOC 	15%		00:15:00 		2118AG 	1	4	CLEMENTS 4 CONGRESS 	Clements P/ D / US House 
WZZM_14123521476101	Hughes 4 St REP	Hughes H/R State Representative	Strategic Media Services	943725 	07424670 		2014-10-02	2014-10-08	2014-10-02	2014-10-03	Political 		1911 North Ft. Myer Drive Arlington, VA 22209 	A35+	PL-State House Representative 	P04-GB 	AGY, (POL) Political, (POL) Candidate 	Kristen Waskie 	T-PHI 	NAT 	Cash	Broadcast	EOM/EOC 	15%		00:15:00 		2761AG 	1	3	HUGHES 4 ST REP 	Hughes,H/R/ State Representative 
WZZM_14133860336491	MI Republican Party	Michigan Republican Party	Strategic Media Services	940772 	07417593 	B 	2014-10-16	2014-10-23	2014-09-26	2014-09-29	Political 		1911 North Ft. Myer Drive Arlington, VA 22209 	A35+	IS-Issue/Candidate 	P04-GB 	AGY, (POL) Political, (POL) Issue 	Kristen Waskie 	T-PHI 	NAT 	Cash	Broadcast	EOM/EOC 	15%		00:15:00 		2761AG 	1	4	MI REPUBLICAN PARTY 	Michigan Republican Party 
WZZM_14139843644306	Clements 4 Congress	Clements P/D/US House	Buying Time	949519 	07452283 	3867 	2014-10-20	2014-10-26	2014-10-22	2014-10-22	Political 		650 Massachusetts Ave. N.W. , Suite 210 Washington, DC 20001 	A35+	PL-US House Representative 	P04-GB 	AGY, (POL) Political, (POL) Candidate 	Kristen Waskie 	T-PHI 	NAT 	Cash	Broadcast	EOM/EOC 	15%		00:15:00 		2118AG 	1	4	CLEMENTS 4 CONGRESS 	Clements P/ D / US House 
WZZM_14146801803904	O'Brien 4 St Senate	O Brien R State Senate MI	Strategic Media Services	953739 	07469762 		2014-10-29	2014-11-04	2014-10-30	2014-10-30	Political 		1911 North Ft. Myer Drive Arlington, VA 22209 	A35+	PL-State Senate 	P02-FTB 	AGY, (POL) Political, (POL) Candidate 	Kristen Waskie 	T-PHI 	NAT 	Cash	Broadcast	EOM/EOC 	15%		00:15:00 		2761AG 	1	4	O'BRIEN 4 ST SENATE 	O'Brien / R / State Senate (MI) 
WZZM_14147900514293	Schauer for Governor	Schauer M/D/Governor	Buying Time	890529 - 4 	07219482 	3148 	2014-10-28	2014-11-03	2014-06-20	2014-10-31	Political 		650 Massachusetts Ave. N.W. , Suite 210 Washington, DC 20001 	A35+	PL- State Governor 	P04-GB 	AGY, (POL) Political, (POL) Candidate 	Kristen Waskie 	T-PHI 	NAT 	Cash	Broadcast	EOM/EOC 	15%		00:15:00 		2118AG 	1	9	SCHAUER FOR GOVERNOR 	Schauer,M/D/Governor 
WZZM_14147908072537	MI Advocacy Trust	Michigan Advocacy Trust	NEBO Media	927205 - 4 	07343527 		2014-10-29	2014-11-04	2014-09-04	2014-10-31	Political 		PO Box 3775 Washington, DC 20027 	A35+	IS-Issue/Candidate 	P04-GB 	AGY, (POL) Political, (POL) Issue 	Kristen Waskie 	T-PHI 	NAT 	Cash	Broadcast	EOM/EOC 	15%		00:15:00 			1	6	MI ADVOCACY TRUST 	Michigan Advocacy Trust 
KHRR_14122888464609	ORDR	McSally for Congress	Smart Media Group	501200 	01438496 	930COH 	2014-09-30	2014-10-06	2014-09-26	2014-10-01	Political 		1427 LESLIE AVENUE ALEXANDRIA, VA 22301 	A35+	PO9-Political-State_(Other) 	EW 	Airtime, Airtime, State - House/Senate/Other 	Beth Daly 	NDC 	National 	Cash	Broadcast	EOM/EOC 	15%		00:15:00 	35455 	11372 	1	3	ORDR 930COH 	MCSALLY FOR CONGRESS 
KHRR_14122984234683	ORDR	Arizona Assoc of Realtors Leadership	Smart Media Group	502949 	01438625 	C01H 	2014-10-01	2014-10-14	2014-10-02	2014-10-02	Political 		1427 LESLIE AVENUE ALEXANDRIA, VA 22301 	A35+	IS1-Issue/Advocacy/Non-Ballot 	P 	Airtime, Airtime, Airtime 	Will Hildebrandt 	NDC 	National 	Cash	Broadcast	EOM/EOC 	15%		00:15:00 	35687 	11372 	1	2	ORDR C01H 	ARIZONA ASSOC OF REALTORS LEADERSHIP 
KPNX_14054605736095	Ducey for Governor	Ducey Doug R Governor AZ	Mentzer Media Services	904275 	07267736 	837 	2014-07-16	2014-07-22	2014-07-15	2014-07-15	Political 		600 Fairmount Ave. Suite 306 Towson, MD 21286 	A50+	PL- State Governor 	P04-GB 	AGY, GEN, POL 	Jim Quinn 	T-PHI 	NAT 	Cash	Broadcast	EOM/EOC 	15%		00:15:00 	51079 	3924AG 	1	4	DUCEY FOR GOV 	Ducey, Doug / R / Governor (AZ) 
KSNV-DT_13970584714520	Mark Hutchison	Mark Hutchison for Lt Governor	Strategic Media Services	129185 	06990474 		2014-05-28	2014-06-03	2014-04-04	2014-04-07	GENERAL 		1911 N. Fort Myer Dr. Arlington, VA 22209 	A35+	PLC05 	SELECT PRIORITY CODE 	POLITICAL/AGY, PCAN, GEN 	Anjie Brady 	BLPHI 	National 	Cash	Broadcast	EOM/EOC 	15%		00:05:00 			1	4	MARK HUTCHISON 	Hutchison, Mark for Lt. Governor 
KSNV-DT_13972613777552	Mark Hutchison	Mark Hutchison for Lt Governor	Strategic Media Services	129185 	06990474 		2014-05-28	2014-06-03	2014-04-04	2014-04-11	GENERAL 		1911 N. Fort Myer Dr. Arlington, VA 22209 	A35+	PLC05 	SELECT PRIORITY CODE 	POLITICAL/AGY, PCAN, GEN 	Anjie Brady 	BLPHI 	National 	Cash	Broadcast	EOM/EOC 	15%		00:05:00 			1	4	MARK HUTCHISON 	Hutchison, Mark for Lt. Governor 
KSNV-DT_13994151560983	US Chamber NV	US Chamber of Commerce	Media Ad Ventures	129967 	10299539 	572 	2014-05-07	2014-05-25	2014-05-06	2014-05-06	GENERAL 		8136 Old Keene Mill Rd. Springfield, VA 22152 	A25-54	PLI2 	SELECT PRIORITY CODE 	POLITICAL/AGY, PISSUE, GEN 	Anjie Brady 	BLPHI 	National 	Cash	Broadcast	EOM/EOC 	15%		00:05:00 			1	4	US CHAMBER NV03 	U.S. Chamber of Commerce 
KSNV-DT_14002649935404	Judge	Committee to Re Elect Judge Ron Israel	Policy Communications	130147 			2014-05-16	2014-05-27	2014-05-14	2014-05-14	GENERAL 		415 S. 6th St. Las Vegas, NV 89101 	A25-54	PLC12 	SELECT PRIORITY CODE 	POLITICAL/AGY, PCAN, GEN 	Kevin Goodell 	VEGS 	Local 	Cash	Broadcast	EOM/EOC 	15%		00:05:00 			1	2	Pol/Judge 	Committee to Re-Elect Judge Ron Israel 
KSNV-DT_14005423805350	Mark Hutchison	Mark Hutchison for Lt Governor	Strategic Media Services	129182 	10287863 (06990473) 		2014-05-21	2014-05-27	2014-04-04	2014-05-19	GENERAL 		1911 N. Fort Myer Dr. Arlington, VA 22209 	A35+	PLC05 	SELECT PRIORITY CODE 	POLITICAL/AGY, PCAN, GEN 	Jared Salles 	MWASH 	National 	Cash	Broadcast	EOM/EOC 	15%		00:05:00 			1	4	MARK HUTCHISON 	Hutchison, Mark for Lt. Governor 
KSNV-DT_14008044066189	Mark Hutchison	Mark Hutchison for Lt Governor	Strategic Media Services	129185 	10287865 (06990474) 		2014-05-28	2014-06-03	2014-04-04	2014-05-22	GENERAL 		1911 N. Fort Myer Dr. Arlington, VA 22209 	A35+	PLC05 	SELECT PRIORITY CODE 	POLITICAL/AGY, PCAN, GEN 	Jared Salles 	MWASH 	National 	Cash	Broadcast	EOM/EOC 	15%		00:05:00 			1	4	MARK HUTCHISON 	Hutchison, Mark for Lt. Governor 
KSNV-DT_14038910881072	Roberson SD	Friends of Michael Roberson	Strategic Media Services	130577 	10323553 	3631 	2014-06-05	2014-06-10	2014-06-04	2014-06-10	GENERAL 		7669 Stagers Loop Delaware, OH 43015 	A35+	PLC09 	SELECT PRIORITY CODE 	POLITICAL/AGY, PCAN, GEN 	Jared Salles 	MWASH 	National 	Cash	Broadcast	EOM/EOC 	15%		00:15:00 			1	3	ROBERSON - SD20 	Friends of Michael Roberson 
K19GH-D_14090249660408	Vote Yes on Measure 92	Vote Yes on Measure 92	Canal Partners Media	3674 	6996556 	919 	2014-10-28	2014-11-03	2014-08-19	2014-08-25	GENERAL 		25 Whitlock Place, 2nd Floor Marietta, GA 30064 	A35+	Issues/Propositions 	P-01 	AGY, NAT, POL-ISS 	Philadelphia Petry 	N-PHI 	National 	Cash	Broadcast	EOM/EOC 	15%		00:15:00 			1	2	Vote Yes on Measure 92 	Vote Yes on Measure 92 
K19GH-D_14090973496610	Peter Defazio for Congress	Defazio for Congress	Buying Time	3791 	6996761 	3334 	2014-10-14	2014-10-20	2014-08-26	2014-08-26	GENERAL 		650 Massachusetts Ave, NW Suite 210 Washington, DC 20001 	A35+	Political Congress,Candidates 	P-04 	AGY, NAT, POL-CAND 	Philadelphia Petry 	N-PHI 	National 	Cash	Broadcast	EOM/EOC 	15%		00:15:00 			1	2	Peter DeFazio for Congress 	DeFazio for Congress 
K19GH-D_14127887651003	Eugene ADD Th Su	Yes on 91	Media Analysis	4590 			2014-10-12	2014-10-13	2014-10-08	2014-10-08	GENERAL 		P.O. Box 66490 Portland, OR 97290 	HH	Issues/Propositions 	P-01 	AGY, REG, POL-ISS 	Christina Breen 	R-EUG 	Regn 	Cash	Calendar 	EOM/EOC 	15%		00:15:00 			1	1	2014 Eugene Add Th 10/9-Su 10/19 	Yes on 91 
K19GH-D_14134083721883	Gen Eugene	Kitzhaber for Governor Dem	Media Analysis	3635 		626 Flight 1 	2014-09-22	2014-11-03	2014-08-18	2014-10-15	GENERAL 		P.O. Box 66490 Portland, OR 97290 	HH	Candidates,Political Governor 	P-04 	AGY, REG, POL-CAND 	Christina Breen 	R-EUG 	Regn 	Cash	Broadcast	EOM/EOC 	15%		00:30:00 			1	3	2014 Gen Eugene 	Kitzhaber for Governor 
K19GH-D_14138221002716		Yes on 90	Canal Partners Media	4736 	9430603 	2768 	2014-10-21	2014-10-24	2014-10-20	2014-10-20	GENERAL 		25 Whitlock Place, 2nd Floor Marietta, GA 30064 	A35+	Issues/Propositions 	P-01 	AGY, NAT, POL-ISS 	Washington DC Katz Continental 	N-DC 	National 	Cash	Broadcast	EOM/EOC 	15%		00:15:00 			1	2	10.21-10/24 	Yes on 90 
K19GH-D_14144326354893	Richardson/G/R	Dennis Richardson for Oregon Governor	Strategic Media Services	4831 	9433761 	4272 	2014-10-28	2014-11-04	2014-10-27	2014-10-27	GENERAL 		7669 Stagers Loop Delaware, OH 43015 	A35+	Candidates,Political Governor 	P-04 	AGY, NAT, POL-CAND 	Washington DC Katz Continental 	N-DC 	National 	Cash	Broadcast	EOM/EOC 	15%		00:30:00 			1	2	RICHARDSON/G/R 	Dennis Richardson for Governor 
K19GH-D_14144483089121	Gen Eugene	Kitzhaber for Governor Dem	Media Analysis	3635 		626 Flight 1 	2014-09-22	2014-11-03	2014-08-18	2014-10-27	GENERAL 		P.O. Box 66490 Portland, OR 97290 	HH	Candidates,Political Governor 	P-04 	AGY, REG, POL-CAND 	Christina Breen 	R-EUG 	Regn 	Cash	Broadcast	EOM/EOC 	15%		00:30:00 			1	4	2014 Gen Eugene 	Kitzhaber for Governor 
KAAL_14060544320138	Vote Vets Action Fund	Vote Vets Action Fund	Waterfront Strategies	223276 	07282787 	3190 	2014-07-22	2014-08-05	2014-07-22	2014-07-22	GENERAL 	Andrew Solano 	3050 K Street NW Washington, DC 20007 	A35-64	PL2 	99 	AGY, POL, ISS 	Andrew Solano 	H-DC 	National 	Cash	Broadcast	EOM/EOC 	15%		00:00:00 			1	3	VOTE VETS ACTION FND 	ISS/Vote Vets Action Fund 
KAAL_14090679666909	Branstad for Governor	Governor Branstad Committee	Media Ad Ventures	225614 	07333650 	623 	2014-09-29	2014-10-19	2014-08-26	2014-08-26	GENERAL 		8136 Old Keene Mille Rod. Springfield, VA 22152-1853 	A35+	PL1 	99 	AGY, POL, CAND 	Andrew Solano 	H-DC 	National 	Cash	Broadcast	EOM/EOC 	15%		00:00:00 			1	3	BRANSTAD FOR GOV 	Governor Branstad Committee 
KAAL_14092476644694	Mike McFadden	Mike McFadden for Senate	Periscope Marketing Communications	225840 	07339135 	MM2014 	2014-09-01	2014-09-07	2014-08-28	2014-08-28	GENERAL 		921 Washington Ave S Minneapolis, MN 55415-1288 	A35-64	PL1 	99 	AGY, POL, CAND 	Nan Diley 	H-MIN 	National 	Cash	Broadcast	EOM/EOC 	15%		00:00:00 			1	3	MIKE MCFADDEN 	Mike McFadden for Senate 
KAAL_14113920289765	DSCC	DSCC	Great American Media	227653 	07384007 	2763 	2014-09-23	2014-09-29	2014-09-19	2014-09-19	GENERAL 		3050 K St NW Washington, DC 20007 	A25-54	PL2 	99 	AGY, POL, ISS 	Andrew Solano 	H-DC 	National 	Cash	Broadcast	EOM/EOC 	15%		00:00:00 			1	2	DSCC 	DSCC-IE (Democratic Senatorial Campaign 
KAAL_14115862039191	Johnson for Governor	Johnson for Governor	Smart Media Group	228373 	07403785 	925C08 	2014-09-25	2014-10-08	2014-09-24	2014-09-24	GENERAL 		814 King Street Ste. 400 Alexandria, VA 22314-3069 	A35+	PL1 	99 	AGY, POL, CAND 	Andrew Solano 	H-DC 	National 	Cash	Broadcast	EOM/EOC 	15%		00:00:00 			1	2	JOHNSON FOR GOVERNOR 	Johnson for Governor 
KABC-TV_13994835949407	Neel Kashkari for Governor	Neel Kashkari for Governor	Smart Media Group	44216 	WOC10116703 	513519 	2014-05-12	2014-05-19	2014-05-05	2014-05-06	GEN 	Patricia Dome 	814 King Street Alexandria, VA 22314 	A35+	Candidates 	P-02 	AGY, POL, POL-CAND 	Political National PHI 	N-PH 	National 	Cash	Broadcast	EOM/EOC 	15%		00:20:00 			1	3	NEEL KASHKARI FOR CA GOVERNOR 	Neel Kashkari for CA Governor 
KABC-TV_13995046614275	Padilla for Secretary of State	Padilla for Secretary of State	BlueWest Media	44316 	WOC10116820 	58 	2014-05-26	2014-06-03	2014-05-06	2014-05-07	GEN 	Mary Wittemyer 	5130 E. 18th Avenue Denver, CO 80220 	A35+	Candidates 	P-02 	AGY, POL, POL-CAND 	Political National PHI 	N-PH 	National 	Cash	Broadcast	EOM/EOC 	15%		00:20:00 			1	4	PADILLA FOR SECRETARY OF STATE 292968 	Padilla for Secretary of State 
KABC-TV_14001885570734	Neel Kashkari for Governor	Neel Kashkari for Governor	Smart Media Group	44216 - 2 	WOC10116703 	513519 	2014-05-12	2014-05-19	2014-05-05	2014-05-14	GEN 	Patricia Dome 	814 King Street Alexandria, VA 22314 	A35+	Candidates 	P-02 	AGY, POL, POL-CAND 	Political National PHI 	N-PH 	National 	Cash	Broadcast	EOM/EOC 	15%		00:20:00 			1	3	NEEL KASHKARI FOR CA GOVERNOR 	Neel Kashkari for CA Governor 
KABC-TV_14001885601323	Neel Kashkari for Governor	Neel Kashkari for Governor	Smart Media Group	45043 	WOC10118040 	527603 	2014-05-27	2014-06-03	2014-05-14	2014-05-14	GEN 	Patricia Dome 	814 King Street Alexandria, VA 22314 	A35+	Candidates 	P-02 	AGY, POL, POL-CAND 	Political National PHI 	N-PH 	National 	Cash	Broadcast	EOM/EOC 	15%		00:20:00 			1	4	NEEL KASHKARI FOR CA GOV-293418 	Neel Kashkari for CA Governor 
KABC-TV_14002618750663	Bobby Shriver for Supervisor	Bobby Shriver for Supervisor	Carrick Media	45253 	WOC10118372 		2014-05-19	2014-05-25	2014-05-15	2014-05-16	GEN 		2866 Belden Drive Los Angeles, CA 90068 	A35+	Candidates 	P-02 	AGY, POL, POL-CAND 	Political National PHI 	N-PH 	National 	Cash	Broadcast	EOM/EOC 	15%		00:20:00 			1	3	BOB SHRIVER FOR SUPERVISOR 2014 	Bobby Shriver for Supervisor 2014 
KABC-TV_14008664847175	Padilla for Secretary of State	Padilla for Secretary of State	BlueWest Media	45662 - 1 	WOC10119036 		2014-05-19	2014-05-26	2014-05-20	2014-05-21	GEN 	Mary Wittemyer 	5130 E. 18th Avenue Denver, CO 80220 	A35+	Candidates 	P-02 	AGY, POL, POL-CAND 	Political National PHI 	N-PH 	National 	Cash	Broadcast	EOM/EOC 	15%		00:20:00 			1	3	PADILLA FOR SECRETARY OF STATE 	Padilla for Secretary of State 
KABC-TV_14012268609933	Ted Lieu for Congress	Ted Lieu for Congress	Carrick Media	46333 	WOC10120068 		2014-05-26	2014-06-01	2014-05-27	2014-05-27	GEN 	Jeff Turk 	2866 Belden Drive Los Angeles, CA 90068 	A35+	Candidates 	P-02 	AGY, POL, POL-CAND 	Political National PHI 	N-PH 	National 	Cash	Broadcast	EOM/EOC 	15%		00:20:00 			1	3	TED LIEU FOR CONGRESS 294333 	Ted Lieu for Congress 
KABC-TV_14110814102437	Elan Carr for Congress	Carr for Congress	Smart Media Group	59924 	WOC10157289 	919922 	2014-09-15	2014-09-22	2014-09-18	2014-09-18	GEN 	Patricia Dome 	814 King St #400 Alexandria, VA 22314 	A35+	Candidates 	P-02 	AGY, POL, POL-CAND 	Political National PHI 	N-PH 	National 	Cash	Broadcast	EOM/EOC 	15%		00:20:00 			1	2	ELAN CARR FOR CA CD-33 303325 	Carr for Congress 
KABC-TV_14141688483228	Dr Raul Ruiz for Congress	Dr Raul Ruiz for Congress	Behr Communications	65287 		Dr. Raul Ruiz for Congress 	2014-10-28	2014-11-04	2014-10-23	2014-10-23	GEN 	Michael Fijolek 	4421 Murietta Ave. #3 Sherman Oaks, CA 91423 	A35+	Candidates 	P-03 	AGY, POL, POL-CAND 	. Local Political 	L-LA 	Local 	Cash	Broadcast	EOM/EOC 	15%		00:20:00 			1	3	Dr. Raul Ruiz for Congress 	Dr. Raul Ruiz for Congress 
KABC-TV_14144390448049	Brownley for Congress	Julia Brownley for Congress	Canal Partners Media	65427 	WOC10172951 	2807 	2014-10-20	2014-11-02	2014-10-24	2014-10-24	GEN 	Devon Prescod 	1027 33rd Street NW Suite 140 Washington, DC 20007 	A35+	Candidates 	P-03 	AGY, POL, POL-CAND 	Political National PHI 	N-PH 	National 	Cash	Broadcast	EOM/EOC 	15%		00:20:00 			1	5	BROWNLEY FOR CONGRESS 307060 	Julia Brownley for Congress 
KARE_13995673013371	Franken WK	AL Franken for Senate	Shorr Johnson Magnus	877083 	07166686 	WK1 	2014-05-06	2014-05-12	2014-05-05	2014-05-07	Political 		1831 Chestnut St. #602 Philadelphia, PA 19103 	A35+	PL-US Senate 	P-2 	AGY, GEN, POL 	Jim Quinn 	T-PHI 	NAT 	Cash	Broadcast	EOM/EOC 	15%		00:15:00 			1	3	FRANKEN WK1 2014 	Al Franken for Senate 
KABC-TV_14146188341781	Padilla for Secretary of State	Padilla for Secretary of State	BlueWest Media	65639 	WOC10173414 	359 	2014-10-27	2014-11-04	2014-10-28	2014-10-29	GEN 	Mary Wittemyer 	5130 E. 18th Avenue Denver, CO 80220 	A35+	Candidates 	P-02 	AGY, POL, POL-CAND 	Political National PHI 	N-PH 	National 	Cash	Broadcast	EOM/EOC 	15%		00:20:00 			1	2	Padilla for Sec of State 307237 	Padilla for Secretary of State 
KABC-TV_14147927725161	Ted Lieu for Congress	Ted Lieu for Congress	Carrick Media	65876 	WOC10173823 		2014-11-03	2014-11-03	2014-10-30	2014-10-30	GEN 	Jeff Turk 	2866 Belden Drive Los Angeles, CA 90068 	A35+	Candidates 	P-02 	AGY, POL, POL-CAND 	Political National PHI 	N-PH 	National 	Cash	Broadcast	EOM/EOC 	15%		00:20:00 			1	2	TED LIEU FOR CONGRESS 307364 	Ted Lieu for Congress 
KARE_13999905677911	US Chamber of Commerce	US Chamber of Commerce	NEBO Media	877381 	07167996 	1911 	2014-05-07	2014-05-16	2014-05-06	2014-05-08	Political 		PO Box 3775 Washington, DC 20027 	A35+	IS-Candidate/US House 	P-2 	AGY, GEN, POL 	Jim Quinn 	T-PHI 	NAT 	Cash	Broadcast	EOM/EOC 	15%		00:15:00 			1	4	US CHAM OF COMM 2014 	US Chamber of Commerce 
KARE_14026709292255	MN Job Coal Leg Fund	MN Job Coalition Leg Fund	Strategic Media Services	887042 	07207806 	3652 	2014-06-13	2014-06-22	2014-06-12	2014-06-12	Political 		7669 Stagers Loop Drive Delaware, OH 43015 	A35+	IS-Issue/Non Ballot 	P04-GB 	AGY, GEN, POL 	Jim Quinn 	T-PHI 	NAT 	Cash	Broadcast	EOM/EOC 	15%		00:15:00 			1	2	MN JOB COAL LEG FUND 	MN Job Coalition Leg Fund 
KARE_14054365087825	Franken WK	AL Franken for Senate	Shorr Johnson Magnus	901013 	07256905 	WEEK #17 	2014-07-08	2014-07-14	2014-07-07	2014-07-14	Political 		100 N. 20th St. Suite 201 Philadelphia, PA 19103 	A35+	PL-Federal 	P04-GB 	AGY, GEN, (POL) Candidate 	Jim Quinn 	T-PHI 	NAT 	Cash	Broadcast	EOM/EOC 	15%		00:15:00 		8543AG 	1	4	FRANKEN WK17 	Al Franken for Senate 
KARE_14054367579172	Freedom Club PAC	MN Freedom Club	Civis Communications	901229 	07257640 	FREEDOM CLUB PAC 	2014-07-09	2014-07-29	2014-07-08	2014-07-14	Political 		Two Carlson Parkway Plymouth, MN 55447 	A35-64	IS-Issue/Non Ballot 	P03-PB 	AGY, (POL) Political, (POL) Issue 	Jim Quinn 	T-PHI 	NAT 	Cash	Broadcast	EOM/EOC 	15%		00:15:00 			1	4	FREEDOM CLUB PAC 	MN Freedom Club 
KARE_14063216401779	Alliance 4 Better MN	Alliance for a Better MN Action Fund	The New Media Firm	909983 	07293563 	2217 	2014-07-30	2014-08-05	2014-07-25	2014-07-25	Political 		1322 G Street SE Washington, DC 20003 	A25-54	IS-Issue/Non Ballot 	P03-PB 	AGY, (POL) Political, (POL) Issue 	Jim Quinn 	T-PHI 	NAT 	Cash	Broadcast	EOM/EOC 	15%		00:15:00 			1	5	ALLIANCE 4 BETTER MN 	Alliance for A Better MN-Action Fund 
KARE_14067551404768		AL Franken for Senate	Shorr Johnson Magnus	906755 	7282727 	WEEK #15 60'S 	2014-07-22	2014-08-02	2014-07-21	2014-07-30	Political 		100 N. 20th St. Suite 201 Philadelphia, PA 19103 	A25-54	PL-US Senate 	P02-FTB 	AGY, (POL) Political, (POL) Candidate 	Jim Quinn 	T-PHI 	NAT 	Cash	Broadcast	EOM/EOC 	15%		00:15:00 		8543AG 	1	2	WEEK #15 60'S 	Al Franken for Senate 
KARE_14073394506717	Zellers for Governor	Zellers K R Governor MN	Strategic Media Services	913830 	07300494 	ZELLERS FOR GOVERNOR 	2014-08-04	2014-08-07	2014-08-06	2014-08-06	Political 		1911 North Ft. Myer Drive Arlington, VA 22209 	A35+	PL- State Governor 	P02-FTB 	AGY, (POL) Political, (POL) Candidate 	Jim Quinn 	T-PHI 	NAT 	Cash	Broadcast	EOM/EOC 	15%		00:15:00 			1	2	ZELLERS FOR GOVERNOR 	Zellers, K / R / Governor (MN) 
KARE_14077631454745	Zellers for Governor	Zellers K R Governor MN	Strategic Media Services	915470 	07303639 	ZELLERS FOR GOV 	2014-08-08	2014-08-12	2014-08-07	2014-08-08	Political 		1911 North Ft. Myer Drive Arlington, VA 22209 	A35+	PL- State Governor 	P02-FTB 	AGY, (POL) Political, (POL) Candidate 	Jim Quinn 	T-PHI 	NAT 	Cash	Broadcast	EOM/EOC 	15%		00:15:00 			1	3	ZELLERS FOR GOVERNOR 	Zellers, K / R / Governor (MN) 
KARE_14077632272276	Entenza 4 St Auditor	Matt Entenza D/Gov	Greer Margolis Mitchell and Burns	912823 	07298813 	3283 	2014-08-02	2014-08-15	2014-07-31	2014-08-08	Political 		3050 K Street NW Washington, DC 20007 	A35+	PL-State/Local 	P02-FTB 	AGY, (POL) Political, (POL) Candidate 	Jim Quinn 	T-PHI 	NAT 	Cash	Broadcast	WEEKLY 	15%		00:15:00 		1700AG 	1	3	ENTENZA 4 ST AUDITOR 	Matt Entenza/ D/Gov 
